M,F
0.1699510914,0.2392585477
0.1653414917,0.2343598745
0.162046927,0.2380507969
0.1498641556,0.2362323012
0.1683170505,0.223881963
0.1579925764,0.2348668651
0.1746455387,0.2370930523
0.1752356622,0.227773489
0.1736657776,0.2116710844
0.1618590394,0.2198962946
0.1611315937,0.2117065792
0.1673357159,0.2050055945
0.1624289479,0.2094201432
0.1734834711,0.2130952584
0.1643890789,0.2351353591
0.1680223385,0.2068727875
0.1803602113,0.2152392267
0.1911512878,0.2137375189
0.1764815613,0.2121899149
0.1825169299,0.2107488813
0.1732017951,0.2191682745
0.1756085467,0.2102907281
0.173764677,0.212587563
0.1687629858,0.2168509256
0.1847492146,0.2085590746
0.1807921752,0.2119393897
0.1843880441,0.203774998
0.1784912109,0.2211372343
0.1840121615,0.2121899149
0.1902704822,0.2159385261
0.1790850454,0.2171286489
0.1858762941,0.2278654152
0.1810549466,0.2112898353
0.1806427981,0.2236616497
0.1839810135,0.2092210012
0.1929432994,0.2216711128
0.172044323,0.2203542958
0.1737164802,0.2162923167
0.1734488053,0.2119866292
0.170723428,0.2274761573
0.1885430134,0.2178749889
0.1700425673,0.2142647466
0.1806509614,0.2159557001
0.1788733569,0.2243435936
0.1742739833,0.2229956677
0.1776699764,0.214056833
0.1823618103,0.2168752744
0.1756341232,0.2097380767
0.178535925,0.2199638679
0.1723493462,0.2242657992
0.16482457,0.2194117669
0.1748923249,0.2273414577
0.1681643718,0.214310592
0.1714090293,0.2273904751
0.1787651231,0.2198344267
0.1776938584,0.2247624608
0.1797161435,0.2139475342
0.1737094554,0.2066638075
0.1737205115,0.2240286572
0.1782543362,0.2071891923
0.1661843784,0.209110997
0.1787206876,0.2187506113
0.1686986128,0.2177598355
0.1664786361,0.2259455831
0.1706136999,0.2173109028
0.1828876908,0.2086524127
0.1737994495,0.218040353
0.1769382827,0.2146344532
0.1776807805,0.1965801179
0.1677317438,0.2007919161
0.1810363393,0.1989416672
0.1749917481,0.1899356523
0.1775270385,0.1911679157
0.1767462553,0.2029751087
0.1715479606,0.1879424287
0.1755834813,0.210705839
0.182465049,0.1960923771
0.1603079978,0.2011849564
0.1533816742,0.1934236003
0.197027156,0.226478185
0.1815559866,0.1842145699
0.1890570805,0.205306866
0.183170844,0.1985083187
0.2019513039,0.1901395232
0.2022835769,0.1795839071
0.1949572215,0.1965537487
0.1997563975,0.1839587148
0.1940164962,0.1583903053
0.2038145371,0.1598020117
0.1868914095,0.1576355355
0.1714902871,0.1988724154
0.1808493587,0.2181547651
0.198585268,0.1875226193
0.1942106169,0.2107257903
0.1951714221,0.1873634838
0.1930387038,0.1866259615
0.1897612584,0.1510913774
0.1861185133,0.2192456658
0.1942481342,0.1983325404
0.1988688376,0.1898775162
0.1931553886,0.2137717352
0.1859346988,0.2177364891
0.1952007874,0.2160775102
0.2072714907,0.213027424
0.1892881638,0.2169801534
0.1889846503,0.2134877277
0.1888386647,0.1904835985
0.2015410405,0.1937102794
0.1908516972,0.1764127589
0.1834646589,0.2053756034
0.1899897725,0.2075853055
0.1904018836,0.2142234403
0.1957098918,0.2095673466
0.192631692,0.2146621353
0.1828692132,0.2172660955
0.2010807885,0.2055782058
0.1989304724,0.2119848114
0.1794069477,0.2004034637
0.1815596001,0.2183992331
0.1931970245,0.2110168952
0.1979547505,0.1856434887
0.1957447676,0.2124963834
0.1963365903,0.2069040017
0.1731651502,0.2176677616
0.1952097582,0.2122769056
0.2033810456,0.2095979769
0.1995829148,0.2060269714
0.1913244895,0.1815693617
0.1922997608,0.1860833835
0.1913737898,0.1800463948
0.1941499088,0.1874999266
0.1952199473,0.1906824518
0.1953763874,0.2025000507
0.1963173263,0.2009247495
0.1907200111,0.2031541748
0.1883575972,0.2029543648
0.1904086378,0.1958776064
0.1921544072,0.1867838016
0.2012405802,0.2044083288
0.204075413,0.1949368064
0.1857686459,0.2003186491
0.1874770371,0.1997490594
0.1895151999,0.2043335124
0.1938321536,0.2098090774
0.1890634772,0.2133898786
0.1919211835,0.2101138252
0.2013057189,0.2060216443
0.1959378998,0.2032364389
0.1968394879,0.2114598396
0.1933572929,0.2104144887
0.1983568895,0.2190182557
0.1913805241,0.2080208294
0.2003031651,0.2104097494
0.2033627563,0.2116024555
0.1948514249,0.2039076402
0.2004336856,0.2277554135
0.1958475405,0.2034644171
0.1959536758,0.1941876182
0.1940595985,0.2041931976
0.1978850718,0.1952838286
0.1934242142,0.1956955979
0.1879438084,0.2149781076
0.2008612419,0.1989655722
0.1995895425,0.1994559805
0.1978517769,0.2088848658
0.1949613048,0.1951401858
0.1934920464,0.1975398045
0.1865065489,0.1940725086
0.1791009869,0.2068010932
0.1910237972,0.2023096178
0.1926213378,0.1971497212
0.1992173608,0.2004944782
0.1892322847,0.2007417445
0.1940034861,0.2039619251
0.185269829,0.207664634
0.1948745224,0.1969813921
0.1928092515,0.1949406208
0.1825077625,0.1999498583
0.189983202,0.2230737845
0.1894259861,0.2209898988
0.1915907036,0.2007955303
0.1989369824,0.1876737639
0.1856985739,0.1975046077
0.1882913065,0.2115350598
0.186219164,0.2034082905
0.1854625074,0.2180460665
0.1913533962,0.1949295815
0.1891600771,0.1998442071
0.1773296697,0.2231970003
0.186100909,0.2330408102
0.1830456298,0.233168218
0.1948448641,0.2231155875
0.1897979436,0.2389170339
0.1988105715,0.2215977913
0.1904791029,0.2403975807
0.1855839943,0.2149162828
0.1957049834,0.227642046
0.1915827288,0.2225965661
0.188229185,0.2496365929
0.1742545337,0.2342018954
0.1842445609,0.2324552345
0.1845171831,0.220120521
0.1851263891,0.2349340489
0.1799491936,0.2310748738
0.1795572999,0.233656193
0.1919361867,0.2352972228
0.1832104374,0.2333759206
0.1871469068,0.2380486198
0.1902355642,0.2328019812
0.1805286669,0.2266377824
0.2049436668,0.2162950241
0.1946279885,0.240473729
0.198570077,0.2370421944
0.1863934722,0.2274135097
0.1890025468,0.2316416489
0.1809957865,0.2279568096
0.1894963718,0.2216032764
0.1843389382,0.2316933411
0.1917823167,0.2308996107
0.1899950952,0.2388310908
0.1929889433,0.2339886586
0.1838861143,0.2399005531
0.1866430539,0.2376845775
0.1905887988,0.2390688058
0.2014030615,0.2155586972
0.1892528794,0.2295547784
0.1796781328,0.2359742286
0.1976877478,0.2366345279
0.1876922599,0.2356525027
0.1978892118,0.2344691342
0.1862196542,0.2417418106
0.2038582507,0.2401420729
0.193322456,0.2369089594
0.1889407303,0.2312827412
0.1899907994,0.2136890052
0.2113777493,0.238772107
0.2026439409,0.2284321712
0.1984762579,0.2298572829
0.1936638649,0.2318803578
0.192667648,0.2244781257
0.1967298775,0.2352710651
0.2048423763,0.2311957846
0.2009770307,0.2364907947
0.1923398182,0.2355207914
0.1932197057,0.2323461638
0.1949660575,0.2360169989
0.1987273017,0.2336511924
0.1954235506,0.2246305729
0.198814061,0.2178317919
0.185771053,0.225117391
0.1763346392,0.205418281
0.205414924,0.2182920319
0.2034418341,0.215346263
0.1975580432,0.1995406001
0.1962241147,0.1956531756
0.2060798477,0.2084532317
0.2041840747,0.1975661611
0.2042710274,0.2120207092
0.192763153,0.2103006036
0.1880540977,0.2036878603
0.1989227433,0.2101417107
0.1884186495,0.2049977623
0.1938969492,0.213664459
0.1910180218,0.1958155785
0.1841418997,0.2176932101
0.1908622066,0.209822639
0.200690375,0.2049609349
0.1920658961,0.2031058942
0.192407537,0.2196030468
0.1925575166,0.2166928649
0.1945652192,0.2018755514
0.1961946206,0.1906405179
0.1902893777,0.2075674408
0.1970725152,0.200862057
0.1823367269,0.2040532531
0.1904362682,0.1886386787
0.1904218775,0.202505364
0.186320341,0.1947410217
0.1895731457,0.199171239
0.1814211867,0.1901703338
0.1967878494,0.1857239536
0.1963045838,0.1835754511
0.1991376549,0.2015306283
0.1956430629,0.1925290308
0.1902848269,0.1991782069
0.188175668,0.2002426964
0.1994271185,0.1942259012
0.1940070568,0.1900759179
0.193988407,0.2077124902
0.1898736049,0.2145227297
0.1808511184,0.2011449935
0.1955431274,0.2059495138
0.1870865538,0.2106567041
0.1952595873,0.2076554818
0.1889852404,0.2000841797
0.1965899923,0.1951945925
0.1930508254,0.201564613
0.1909442429,0.1909706078
0.195467989,0.198073245
0.2003513803,0.207359541
0.1968056675,0.2000535401
0.1864679337,0.2141021975
0.1951642609,0.1967016178
0.1913266826,0.1883737793
0.1987176098,0.2049856011
0.1936255899,0.1992580942
0.2030799808,0.1973407404
0.1901167997,0.1968604907
0.1854800976,0.2014637458
0.1983081145,0.1906875276
0.1862886839,0.199282707
0.1922715235,0.19040181
0.1886077235,0.1781874388
0.199189487,0.1856823821
0.1898085745,0.187497494
0.1859148673,0.1979223002
0.1890204268,0.2032181902
0.1935629853,0.1906351496
0.1828134615,0.2041140854
0.1979918578,0.1889222468
0.193622778,0.1958612561
0.1919689131,0.2061452662
0.1747549847,0.2123691932
0.1753108521,0.2031765742
0.1985240345,0.1957968634
0.1916927406,0.218014342
0.181525453,0.2042592577
0.1834649499,0.1931647198
0.1905802831,0.2201607413
0.1766266566,0.23519694
0.1929927632,0.2152334451
0.186150408,0.1956255322
0.1874954754,0.1981853729
0.1888787736,0.1846244221
0.1779174639,0.211933515
0.1969706886,0.1998239377
0.1820410934,0.1961611942
0.1843584398,0.2129334
0.2010647181,0.2086192918
0.2023329761,0.1957232256
0.1761998792,0.2259662171
0.1946444204,0.186698563
0.1794962616,0.1960927338
0.1825612148,0.2014212985
0.1990406112,0.1945701185
0.182813026,0.1995459142
0.1916482371,0.1873643165
0.1963892333,0.1896857035
0.1905315081,0.2059184061
0.1884218396,0.2104705032
0.1921959664,0.1931378786
0.1856093594,0.2164441213
0.1933664629,0.2071357571
0.1914441162,0.2023529577
0.185093974,0.1884508956
0.1928966638,0.1968726923
0.1915825597,0.1778832537
0.1867530205,0.186663706
0.1766968451,0.1959828447
0.1856886151,0.2094687377
0.1923172408,0.1909374277
0.190401637,0.2117301857
0.1942136941,0.1963643215
0.1970987613,0.2104486303
0.1878980305,0.1950797607
0.1808039917,0.1930056202
0.1896280452,0.1848898499
0.1957147985,0.194083393
0.1898703588,0.1901160646
0.1931103729,0.1985996199
0.1932002284,0.1861176106
0.1971031363,0.1913060956
0.1937999988,0.1848285223
0.1863259717,0.1957504882
0.1877717222,0.1847026316
0.1844395619,0.1817488938
0.1884191059,0.1816392285
0.1791346277,0.1969093063
0.1680947561,0.1863701178
0.1903694579,0.1931116531
0.1958287693,0.193460595
0.1892450016,0.1942497512
0.1970305053,0.1904084032
0.2045788687,0.1913363267
0.1894084124,0.1936052456
0.2020653328,0.1841420371
0.2007835357,0.1863085001
0.2013801977,0.1910551657
0.1972734113,0.1935079999
0.2108386983,0.1875060645
0.2010391312,0.1770984378
0.1948115819,0.1855788917
0.208719093,0.1856353949
0.1975468325,0.1904925334
0.2039551572,0.1873955408
0.2070224658,0.2023535773
0.1997592664,0.1840616335
0.1871543343,0.1815896924
0.206441977,0.2019037989
0.2079603357,0.1881791873
0.1962666706,0.1872835123
0.2013617964,0.1764100811
0.2022342163,0.1935233627
0.1987295096,0.1885223876
0.1980524884,0.1847621336
0.1888670775,0.1931745331
0.2014327582,0.1858272155
0.1931308451,0.1847997013
0.2047147482,0.1876157526
0.198218184,0.1886239971
0.2012128996,0.194910192
0.1937784668,0.1935988103
0.1967718691,0.1813297912
0.2020160374,0.1900438672
0.1969448095,0.1964260444
0.2069957182,0.1841884849
0.1955424284,0.1914547145
0.2007171239,0.1862299712
0.1956802459,0.1850926282
0.1945737373,0.1894498625
0.1935004837,0.1886873004
0.1942169064,0.1935947792
0.1951929574,0.1821676177
0.2028119107,0.2136258948
0.1960959936,0.1804330567
0.1993408701,0.1853283245
0.2009864021,0.1840264287
0.2021338301,0.1842242803
0.1962547081,0.2374167873
0.1891722382,0.2329432352
0.1984804691,0.2342402236
0.1963160759,0.221881519
0.205059568,0.2308866453
0.202965448,0.2319644753
0.2040478862,0.2256979802
0.2004558716,0.2313432311
0.1945804824,0.2290571858
0.2013833857,0.2232055847
0.2033614363,0.2310108542
0.1900076719,0.2358208996
0.1864035009,0.231453669
0.1903113422,0.2320981184
0.1822086958,0.2307188225
0.1862248784,0.2297661124
0.1768155514,0.2249507217
0.1860745948,0.2361467831
0.1791347621,0.2316861867
0.1763611346,0.2296613371
0.1801909678,0.2414336453
0.1721301105,0.2381032249
0.1812225942,0.2374968114
0.174429618,0.2317324982
0.1838985474,0.2338671177
0.1842250062,0.2375683299
0.1959488663,0.2327814609
0.1835515814,0.2330978358
0.1921322921,0.2263972576
0.1888481714,0.236347597
0.1792988982,0.2432721416
0.1740766413,0.2306874519
0.1794273488,0.2270520243
0.1755095975,0.2330107185
0.188789992,0.2283115527
0.186968185,0.2297179668
0.1796396328,0.2336520256
0.1785903826,0.2333011913
0.1765269224,0.2309672911
0.1810199961,0.2187584581
0.1841058061,0.2298892787
0.1822821962,0.2246981802
0.1908128163,0.2435280366
0.1834597407,0.2353506745
0.1919592257,0.231767655
0.1753568761,0.2271124288
0.1801660087,0.23918175
0.1776153805,0.2398201056
0.1777780439,0.2273059067
0.1804735794,0.2337442148
0.1784500021,0.2344817802
0.1672519274,0.235183452
0.1678317088,0.2363647342
0.1908876582,0.2315954588
0.1449042037,0.2301442739
0.1505588786,0.2262411362
0.1881283584,0.2330619512
0.1910137738,0.2301255539
0.1768488651,0.23433555
0.1868360977,0.2344859772
0.1816727261,0.2123295905
0.1762489641,0.2195971954
0.1857962478,0.2145558625
0.1399568949,0.2083052471
0.1821289323,0.2131446973
0.1765987639,0.2098648462
0.180714103,0.2093315502
0.1833738772,0.2048215014
0.1837058443,0.2176753545
0.1616164856,0.2145225958
0.1793841449,0.2001424154
0.1836638132,0.207665201
0.1769249453,0.2062330146
0.1786131232,0.2103786544
0.1816446072,0.2166212537
0.181798988,0.215884644
0.1808790498,0.2134982945
0.191853569,0.2185628788
0.1863175952,0.2014988535
0.1871783203,0.2154465671
0.1805070971,0.2106606195
0.184000023,0.2110537895
0.1820699783,0.2091990923
0.1804984092,0.2091677323
0.1845009217,0.2133085287
0.1895398649,0.2119793822
0.1793255974,0.2088153008
0.1826561936,0.2056114751
0.1810306488,0.20206818
0.1832458126,0.2100821634
0.182671803,0.2087884116
0.1850148911,0.204749912
0.1821592602,0.1990789065
0.1894699789,0.2121407139
0.1829373209,0.2142838213
0.1815917218,0.210882506
0.1867410035,0.2144138938
0.1803789644,0.207049945
0.1949765737,0.2103952891
0.1851791907,0.2145943489
0.1824220512,0.2112712127
0.197826351,0.2029321308
0.1810897339,0.2125783616
0.1815428829,0.231192665
0.1782619244,0.2177369731
0.1763834864,0.2217801248
0.1807265892,0.2167555359
0.1838744931,0.1955951014
0.1725977748,0.206082608
0.1818586014,0.2121196599
0.1694073488,0.2184445652
0.1892495978,0.2311905442
0.180063603,0.2065344811
0.1745430175,0.2063534849
0.192210007,0.2273353588
0.1833310901,0.2217918127
0.164709822,0.22123949
0.1862136434,0.2166320761
0.1786960519,0.2249021362
0.1773260954,0.2268244921
0.1817021227,0.192547293
0.1905780036,0.1733723
0.1869427729,0.1482971952
0.1799395082,0.182471413
0.1876968629,0.1825972958
0.1787082073,0.1817912088
0.1915430533,0.1866873118
0.1798376223,0.1767457871
0.1804730957,0.1642527506
0.1784474664,0.1803737343
0.1906527204,0.1689806894
0.2068424413,0.1612497615
0.1956395799,0.1564515995
0.1927257581,0.1597969746
0.1933169946,0.1571650924
0.2029718873,0.1686909845
0.187855712,0.1777613583
0.2077918533,0.1878927512
0.1996992106,0.2059452942
0.2071644932,0.1907733085
0.2009399499,0.1929108701
0.2058876106,0.2213023771
0.2038652175,0.1858244791
0.1940425415,0.2022164285
0.1994524072,0.2070885171
0.1915277961,0.1974042915
0.2019772166,0.1809541715
0.2081390284,0.167043881
0.1991227066,0.1572356184
0.2043359919,0.1526844698
0.2090951518,0.1790398159
0.2035493781,0.1388694863
0.2057420473,0.1348382458
0.2084338259,0.1323498462
0.2018866464,0.1214559021
0.1932824737,0.1343247105
0.1967952498,0.1724395029
0.197676486,0.176208003
0.200428134,0.1738984414
0.2048448809,0.1687411196
0.1941111497,0.1719862562
0.1991039096,0.1792662484
0.2076043511,0.1766093838
0.2075926699,0.1790498732
0.2033070236,0.1665615201
0.2051654963,0.1741732734
0.2069992566,0.1734276696
0.1995475148,0.1703985479
0.2077343718,0.1646239005
0.2014103177,0.1808797134
0.1996285323,0.1768618563
0.204827436,0.1750522992
0.2062613613,0.1701900978
0.191005065,0.1793922581
0.1974298836,0.1681362695
0.2035849851,0.1699431898
0.185490112,0.1732421028
0.1970657166,0.1720767909
0.1924984704,0.1798891956
0.2047696166,0.1771954431
0.2000121909,0.1783751799
0.2027787099,0.1808488575
0.1918870531,0.1761953354
0.1999452068,0.1777979242
0.207771971,0.1735255181
0.2109505827,0.1691988824
0.2031851086,0.1694659114
0.199174754,0.1716623779
0.2137954799,0.169204466
0.1976057967,0.1705001689
0.2052401397,0.1673823435
0.1732405208,0.1724610648
0.1765937061,0.1738613017
0.1859613435,0.1776554171
0.1790845023,0.1741798194
0.1728942708,0.1664221047
0.1799797844,0.1731836393
0.1758026537,0.1722603769
0.1794674038,0.1775479109
0.1805172813,0.1727297067
0.1878126241,0.1727041256
0.1776538915,0.1746724023
0.1771905405,0.1709042811
0.1815082708,0.1721195684
0.1828511492,0.1740519196
0.1910879826,0.1753612867
0.1891130922,0.1730378547
0.1738448544,0.1707818344
0.177226414,0.189334115
0.1826675665,0.1971481029
0.1809403401,0.2051765208
0.186408926,0.2100294349
0.1754861374,0.1966234386
0.1789938726,0.2028367084
0.1787480282,0.2012035722
0.1815038344,0.2162580746
0.1799331442,0.1938889661
0.1794899292,0.193070343
0.1816354531,0.2079161352
0.1792779647,0.2090036483
0.1828997646,0.1943063264
0.180574898,0.2028605055
0.1778015966,0.1990429856
0.1831882637,0.217799975
0.1763203923,0.1849840869
0.1718427111,0.1988577678
0.1802924931,0.2112479203
0.1753937802,0.2104984002
0.1783063665,0.1781939992
0.1782607154,0.1922810468
0.1791078862,0.2061071008
0.1791784431,0.2093374672
0.1789870302,0.1924868814
0.1770292728,0.2064741958
0.1847169852,0.2096562136
0.1766427401,0.2298544761
0.1799832996,0.1953598402
0.1841245049,0.2050743833
0.1836404188,0.2122714723
0.1820414456,0.2088936022
0.1800124849,0.1859402171
0.1894998184,0.1986375268
0.1792741154,0.1951456849
0.1782772779,0.217378344
0.1779901402,0.197523357
0.1859818951,0.193757149
0.1824570035,0.196158955
0.1782421502,0.2237238441
0.1783190275,0.1927522881
0.1809478972,0.2012433187
0.1814094517,0.200066259
0.1400264847,0.2197871603
0.1510082887,0.1976376112
0.1240128656,0.2058134346
0.2110444839,0.1879731523
0.2121464327,0.2091625082
0.2014841203,0.1897486903
0.200262087,0.1993171138
0.2125597604,0.1948476752
0.1972238484,0.2128062209
0.2033749228,0.1621523445
0.2202059808,0.1622469375
0.2028258811,0.1592508098
0.1940735154,0.1655005927
0.152944897,0.1585395564
0.1558008188,0.1551102628
0.1545709616,0.1635565524
0.1438479958,0.1601502471
0.1604114821,0.1616527543
0.1587622492,0.1641502595
0.1622692224,0.1611198865
0.1442573049,0.1579459812
0.149385631,0.1639766304
0.1482257992,0.1611137486
0.1377118414,0.1611555334
0.1520584348,0.1574104862
0.1406506822,0.1621675851
0.1390103091,0.1638137196
0.1490252347,0.1541633371
0.1615140711,0.1590992086
0.1530311498,0.1559642016
0.165355154,0.1607229331
0.1018245999,0.1614144569
0.1463990405,0.161496104
0.1050034081,0.1681309027
0.117169571,0.1623360901
0.1437044646,0.1601551799
0.140367974,0.1639456559
0.1170190304,0.1585272506
0.1384687249,0.1667376175
0.145217672,0.1608166799
0.1354896264,0.1573238539
0.1212311119,0.1643108683
0.1113341395,0.1591837189
0.1415656446,0.1518185136
0.1414981504,0.1609536348
0.1520131203,0.162708821
0.156963472,0.163728076
0.1504938254,0.1622737997
0.1688786353,0.1607611094
0.1425790352,0.1631209378
0.1646799015,0.1573257114
0.112687253,0.1546477475
0.1566147214,0.1583690175
0.1157796438,0.1620614736
0.1550832333,0.1584064385
0.1440992967,0.1602676233
0.122625808,0.16162899
0.1217265691,0.1637181998
0.1335553247,0.1631404942
0.1347414728,0.2092849599
0.1494216316,0.214301349
0.1353897807,0.2163320536
0.1671198784,0.2113995724
0.1600428633,0.2230773591
0.1579277903,0.2079588552
0.15776402,0.2170272625
0.1628703625,0.2025752445
0.1554761449,0.2098224896
0.1597228391,0.2122875158
0.1619526923,0.1905123477
0.1575405616,0.2069275441
0.1595416882,0.1822378478
0.1617370368,0.180979303
0.1603922694,0.2123261796
0.1623164805,0.1933887499
0.1702307147,0.1998629536
0.1652904196,0.2075608746
0.1651126446,0.2008198587
0.157679531,0.2062071486
0.1588204587,0.1297739713
0.1556354951,0.1218370642
0.1608303324,0.1201831227
0.1600686222,0.1320174624
0.1601387678,0.1346255517
0.1621684242,0.1144766735
0.1578108767,0.1127692414
0.1629377589,0.126438849
0.1693652253,0.1173495031
0.1768992686,0.1047930803
0.180986469,0.127633058
0.1627453671,0.09124997967
0.1629151138,0.08240376062
0.1647454449,0.1246947555
0.1673380409,0.131565985
0.1565854806,0.1088884548
0.1578720348,0.09044480866
0.1661217745,0.1375073304
0.1550393174,0.1131477296
0.1568537433,0.1497309256
0.1598877742,0.1896139744
0.1633507936,0.2000969683
0.1585366687,0.1785725028
0.1566452118,0.2018058718
0.1634337341,0.2036266945
0.1664183807,0.1836672603
0.1595468223,0.1687943682
0.1577633562,0.1517709617
0.1519653125,0.1706559144
0.160545302,0.1460233626
0.1555650399,0.1318837344
0.1641345586,0.1162209221
0.1707777665,0.1420562557
0.1623501682,0.1436587448
0.1587811893,0.165508946